"","53ea7f0500e5790843000001","53ec1ba3adfd950841000000","53ecff906ce61cfb2e000004","53ed01cceab72a9241000000","53ed5839a9a0b1572a000000","53f12e1eee140fba78000001","53f29bcb6ce61ce921000000","53f330abee140fd373000003","53f37f54a9a0b13220000001","53f3c020eab72a0d71000002"
"S. V., 10035",0,0,0,0,0,0,0,0,1,0
"C. N., 84109",0,0,0,0,0,0,0,0,1,0
"R. R., 53590",0,0,0,0,0,0,0,0,1,0
"J. A., 04330",0,0,0,0,0,0,0,0,1,0
"G. B., 63031",0,0,0,0,0,0,0,0,1,0
"R. K., 92284",0,0,0,0,0,0,0,0,1,0
"V. S., 9029",0,0,0,0,0,0,0,0,1,0
"M. L., 04095",0,0,0,0,0,0,0,0,1,0
"I. C., 44438",0,0,0,0,0,0,0,0,1,0
"N. F., 02116",0,0,0,0,0,0,0,0,1,0
"J. B., 95492",0,0,0,0,0,0,0,0,1,0
"A. C., 78214",0,0,0,0,0,0,0,0,1,0
"S. H., 49247",0,0,0,0,0,0,0,0,1,0
"J. L., 90061",0,0,0,0,0,0,0,0,1,0
"T. S., 92124",0,0,0,0,0,0,0,0,1,0
"E. M., 78130",0,0,0,0,0,0,0,0,1,0
"K. M., 32504",0,0,0,0,0,0,0,0,1,0
"L. J., 20910-3552",0,0,0,0,0,0,0,0,1,0
"M. L., 10003",0,0,0,0,0,0,0,0,1,0
"H. H., 29651",0,0,0,0,0,0,0,0,1,0
"C. C., 37042",0,0,0,0,0,0,0,0,1,0
"P. S., 01902",0,0,0,0,0,0,0,0,1,0
"S. S., 29069",0,0,0,0,0,0,0,0,1,0
"G. B., 26105",0,0,0,0,0,0,0,0,1,0
"B. C., 63111",0,0,0,0,0,0,0,0,1,0
"J. C., 32607",0,0,0,0,0,0,0,0,1,0
"L. B., 02476",0,0,0,0,0,0,0,0,1,0
"D. S., 33055",0,0,0,0,0,0,0,0,1,0
"T. B., 21217",0,0,0,0,0,0,0,0,1,0
"C. D., 31520",0,0,0,0,0,0,0,0,1,1
"N. S., 46765",0,0,0,0,0,0,0,0,1,0
"R. F., 21784",0,0,0,0,0,0,0,0,1,0
"N. A., 12118",0,0,0,0,0,0,0,0,1,0
"R. P., 59802",0,0,0,0,0,0,0,0,1,0
"J. S., 95324",0,0,0,0,0,0,0,0,1,0
"I. A., 79127",0,0,0,0,0,0,0,0,1,0
"S. D., 07416",0,0,0,0,0,0,0,0,1,0
"C. O., 35444",0,0,0,0,0,0,0,0,1,0
"C. M., 32825",0,0,0,0,0,0,0,0,1,0
"K. O., 33486",0,0,0,0,0,0,0,0,1,0
"B. C., 95917",0,0,0,0,0,0,0,0,1,1
"J. R., 80120",0,0,0,0,0,0,0,0,1,0
"A. B., 97222",0,0,0,0,0,0,0,0,1,0
"L. C., 90303",0,0,0,0,0,0,0,0,1,0
"R. B., 32735",0,0,0,0,0,0,0,0,1,0
"C. L., 74470",0,0,0,0,0,0,0,0,1,0
"P. S., 73132",0,0,0,0,0,0,0,0,1,0
"E. H., 33908",0,0,0,0,0,0,0,0,1,0
"C. S., 43162",0,0,0,0,0,0,0,0,1,0
"M. N., 90731",0,0,0,0,0,0,0,0,1,0
"S. T., 77546",0,0,0,0,0,0,0,0,1,0
"M. H., 60053",0,0,0,0,0,0,0,0,1,0
"E. S., 59101",0,0,0,0,0,0,0,0,1,0
"R. H., 93004",0,0,0,0,0,0,0,0,1,0
"L. B., 77450",0,0,0,0,0,0,0,0,1,0
"M. T., 96929",0,0,0,0,0,0,0,0,1,0
"L. T., 87121",0,0,0,0,0,0,0,0,1,0
"L. B., 16101",0,0,0,0,0,0,0,0,1,0
"D. M., 91042",0,0,0,0,0,0,0,0,1,0
"R. B., 12206",0,0,0,0,0,0,0,0,1,0
"D. B., 75219",0,0,0,0,0,0,0,0,1,0
"P. C., 01906",0,0,0,0,0,0,0,0,1,0
"C. M., 92356",0,0,0,0,0,0,0,0,1,0
"D. M., 23664",0,0,0,0,0,0,0,0,1,0
"H. T., 24018",0,0,0,0,0,0,0,0,1,0
"T. J., 11226",0,0,0,0,0,0,0,0,1,0
"P. C., 49221",0,0,0,0,0,0,0,0,1,0
"J. C., 20850",0,0,0,0,0,0,0,0,1,0
"D. J., 92708",0,0,0,0,0,0,0,0,1,0
"C. K., 10306",0,0,0,0,0,0,0,0,1,0
"A. K., 06770",0,0,0,0,0,0,0,0,1,0
"T. W., 12570",0,0,0,0,0,0,0,0,1,0
"J. B., 97306",0,0,0,0,0,0,0,0,1,0
"A. H., 20616",0,0,0,0,0,0,0,0,1,0
"D. R., 85206",0,0,0,0,0,0,0,0,1,0
"L. P., 33308",0,0,0,0,0,0,0,0,1,0
"B. E., 29687",0,0,0,0,0,0,0,0,1,0
"O. S., 32778",0,0,0,0,0,0,0,0,1,0
"L. I., 2197",0,0,0,0,0,0,0,0,1,0
"A. L., 11374",0,0,0,0,0,0,0,0,1,0
"N. W., 80003",0,0,0,0,0,0,0,0,1,0
"J. T., 95018",0,0,0,0,0,0,0,0,1,0
"J. G., 73005",0,0,0,0,0,0,0,0,1,0
"D. W., 11721",0,0,0,0,0,0,0,0,1,0
"M. C., 90013",0,0,0,0,0,0,0,0,1,0
"A. A., 47122",0,0,0,0,0,0,0,0,1,0
"G. M., 97578",0,0,0,0,0,0,0,0,1,0
"K. L., 55076",0,0,0,0,0,0,0,0,1,0
"D. E., 32803",0,0,0,0,0,0,0,0,1,0
"M. K., 29365",0,0,0,0,0,0,0,0,1,0
"C. K., 96825",0,0,0,0,0,0,0,0,1,0
"H. C., 97266",0,0,0,0,0,0,0,0,1,0
"M. S., 49202",0,0,0,0,0,0,0,0,1,0
"S. E., 08063",0,0,0,0,0,0,0,0,1,0
"S. A., 85208",0,0,0,0,0,0,0,0,1,0
"J. C., 78247",0,0,0,0,0,0,0,0,1,0
"W. H., 33183",0,0,0,0,0,0,0,0,1,0
"V. S., 30004",0,0,0,0,0,0,0,0,1,0
"A. B., 32119",0,0,0,0,0,0,0,0,1,0
"L. S., 13901",0,0,0,0,0,0,0,0,1,0
"D. L., 39301",0,0,0,0,0,0,0,0,1,0
"G. S., 85716",0,0,0,0,0,0,0,0,1,0
"N. T., 77546",0,0,0,0,0,0,0,0,1,0
"A. R., 81501",0,0,0,0,0,0,0,0,1,0
"L. D., 33056",0,0,0,0,0,0,0,0,1,0
"P. S., 98579",0,0,0,0,0,0,0,0,1,0
"D. S., 18255",0,0,0,0,0,0,0,0,1,0
"R. G., 78250",0,0,0,0,0,0,0,0,1,0
"J. S., 33176",0,0,0,0,0,0,0,0,1,0
"Q. C., 83815",0,0,0,0,0,0,0,0,1,1
"M. H., 63114",0,0,0,0,0,0,0,0,1,0
"K. E., 01238",0,0,0,0,0,0,0,0,1,0
"W. S., 99205",0,0,0,0,0,0,0,0,1,0
"J. C., 96929",0,0,0,0,0,0,0,0,1,0
"S. R., 11433",0,0,0,0,0,0,0,0,1,0
"H. S., 30135-2920",0,0,0,0,0,0,0,0,1,0
"J. H., 85042",0,0,0,0,0,0,0,0,1,0
"B. L., 94122",0,0,0,0,0,0,0,0,1,0
"J. L., 65575",0,0,0,0,0,0,0,0,1,0
"H. A., br2 3se",0,0,0,0,0,0,0,0,1,0
"J. G., 53143",0,0,0,0,0,0,0,0,1,0
"H. W., 43412",0,0,0,0,0,0,0,0,1,0
"J. B., 21921",0,0,0,0,0,0,0,0,1,0
"S. L., 80112",0,0,0,0,0,0,0,0,1,0
"S. S., 90291",0,0,0,0,0,0,0,0,1,0
"C. O., 32810",0,0,0,0,0,0,0,0,1,0
"M. C., 21122",0,0,0,0,0,0,0,0,1,0
"J. C., 72632",0,0,0,0,0,0,0,0,1,0
"A. H., 92105-5104",0,0,0,0,0,0,0,0,1,0
"M. I., 95060",0,0,0,0,0,0,0,0,1,0
"C. T., 45202",0,0,0,0,0,0,0,0,1,0
"B. N., 73044",0,0,0,0,0,0,0,0,1,0
"J. O., 29322",0,0,0,0,0,0,0,0,1,0
"S. O., 49660",0,0,0,0,0,0,0,0,1,0
"J. W., 04039",0,0,0,0,0,0,0,0,1,0
"K. B., 17087",0,0,0,0,0,0,0,0,1,0
"T. E., 28348",0,0,0,0,0,0,0,0,1,0
"M. H., 43227",0,0,0,0,0,0,0,0,1,0
"J. G., 02747",0,0,0,0,0,0,0,0,1,0
"R. R., 40741",0,0,0,0,0,0,0,0,1,0
"M. O., 34711",0,0,0,0,0,0,0,0,1,0
"J. H., 82801",0,0,0,0,0,0,0,0,1,0
"P. D., 85304",0,0,0,0,0,0,0,0,1,0
"R. H., 26187",0,0,0,0,0,0,0,0,1,0
"Q. W., 10301",0,0,0,0,0,0,0,0,1,0
"R. M., 75235",0,0,0,0,0,0,0,0,1,0
"H. A., 20784",0,0,0,0,0,0,0,0,1,0
"P. D., 84105",0,0,0,0,0,0,0,0,1,0
"J. E., 01604",0,0,0,0,0,0,0,0,1,0
"J. R., 07107",0,0,0,0,0,0,0,0,1,0
"B. A., 46307",0,0,0,0,0,0,0,0,1,0
"J. M., 31018",0,0,0,0,0,0,0,0,1,0
"P. G., 55432",0,0,0,0,0,0,0,0,1,0
"S. B., 10466",0,0,0,0,0,0,0,0,1,0
"L. T., 60613",0,0,0,0,0,0,0,0,1,0
"W. S., 35474",0,0,0,0,0,0,0,0,1,0
"H. H., 32926",0,0,0,0,0,0,0,0,1,0
"K. S., 60645",0,0,0,0,0,0,0,0,1,0
"P. E., 93458",0,0,0,0,0,0,0,0,1,0
"D. H., 90602",0,0,0,0,0,0,0,0,1,0
"D. W., 55444",0,0,0,0,0,0,0,0,1,0
"M. P., 34452",0,0,0,0,0,0,0,0,1,0
"C. B., 32713",0,0,0,0,0,0,0,0,1,0
"L. D., 48081",0,0,0,0,0,0,0,0,1,1
"J. T., 78641",0,0,0,0,0,0,0,0,1,0
"M. S., 46947",0,0,0,0,0,0,0,0,1,0
"G. O., 10548",0,0,0,0,0,0,0,0,1,0
"A. M., 29566",0,0,0,0,0,0,0,0,1,0
"R. C., 76209",0,0,0,0,0,0,0,0,1,0
"T. J., 98108",0,0,0,0,0,0,0,0,1,0
"K. S., 82901-6114",0,0,0,0,0,0,0,0,1,0
"A. G., 02215",0,0,0,0,0,0,0,0,1,0
"N. M., 86001",0,0,0,0,0,0,0,0,1,0
"J. E., 77096",0,0,0,0,0,0,0,0,1,0
"K. H., 22031",0,0,0,0,0,0,0,0,1,1
"R. W., 16354",0,0,0,0,0,0,0,0,1,0
"J. G., 38109",0,0,0,0,0,0,0,0,1,0
"T. O., 12801",0,0,0,0,0,0,0,0,1,0
"M. H., 61610",0,0,0,0,0,0,0,0,1,0
"T. H., 80905",0,0,0,0,0,0,0,0,1,0
"J. C., 90604",0,0,0,0,0,0,0,0,1,0
"N. S., 96734",0,0,0,0,0,0,0,0,1,0
"B. H., 70538",0,0,0,0,0,0,0,0,1,0
"M. M., 95726",0,0,0,0,0,0,0,0,1,0
"T. D., 08012",0,0,0,0,0,0,0,0,1,0
"T. N., 22554",0,0,0,0,0,0,0,0,1,0
"L. J., V9Y4K4",0,0,0,0,0,0,0,0,1,0
"J. V., 80521",0,0,0,0,0,0,0,0,1,0
"K. W., 14616",0,0,0,0,0,0,0,0,1,0
"B. R., 33486",0,0,0,0,0,0,0,0,1,0
"R. S., 26346",0,0,0,0,0,0,0,0,1,0
"B. R., 04210",0,0,0,0,0,0,0,0,1,0
"R. E., 47711",0,0,0,0,0,0,0,0,1,0
"J. O., 78745",0,0,0,0,0,0,0,0,1,0
"D. K., 32828",0,0,0,0,0,0,0,0,1,0
"A. S., 93035",0,0,0,0,0,0,0,0,1,0
"M. G., 33714",0,0,0,0,0,0,0,0,1,0
"K. T., 95380",0,0,0,0,0,0,0,0,1,0
"J. A., 81507",0,0,0,0,0,0,0,0,1,0
"M. L., 33635",0,0,0,0,0,0,0,0,1,0
"J. P., 31005",0,0,0,0,0,0,0,0,1,0
"G. D., 67217",0,0,0,0,0,0,0,0,1,0
"J. S., 50273",0,0,0,0,0,0,0,0,1,0
"S. O., 90042",0,0,0,0,0,0,0,0,1,0
"C. J., 35205",0,0,0,0,0,0,0,0,1,0
"D. R., 20861",0,0,0,0,0,0,0,0,1,0
"A. N., 66061",0,0,0,0,0,0,0,0,1,0
"A. L., 14031",0,0,0,0,0,0,0,0,1,1
"C. B., 45215",0,0,0,0,0,0,0,0,1,0
"J. G., 44125",0,0,0,0,0,0,0,0,1,0
"A. P., 60115",0,0,0,0,0,0,0,0,1,0
"K. P., 54603",0,0,0,0,0,0,0,0,1,0
"L. G., 63034",0,0,0,0,0,0,0,0,1,0
"C. G., 30458",0,0,0,0,0,0,0,0,1,0
"G. B., 32503",0,0,0,0,0,0,0,0,1,0
"F. P., 63040-2213 ",0,0,0,0,0,0,0,0,1,1
"C. R., 06000",0,0,0,0,0,0,0,0,1,0
"J. B., 78723",0,0,0,0,0,0,0,0,1,0
"X. Y., 78201",0,0,0,0,0,0,0,0,1,0
"J. R., 90660",0,0,0,0,0,0,0,0,1,0
"J. D., 04210",0,0,0,0,0,0,0,0,1,0
"D. M., 33914",0,0,0,0,0,0,0,0,1,0
"S. S., 22903",0,0,0,0,0,0,0,0,1,0
"L. K., 48157",0,0,0,0,0,0,0,0,1,0
"A. S., 83814",0,0,0,0,0,0,0,0,1,1
"B. F., 28443",0,0,0,0,0,0,0,0,1,1
"A. P., 33322",0,0,0,0,0,0,0,0,1,0
"Z. C., 70118",0,0,0,0,0,0,0,0,1,0
"M. B., 96810",0,0,0,0,0,0,0,0,1,0
"H. P., 37664",0,0,0,0,0,0,0,0,1,0
"R. W., 91214",0,0,0,0,0,0,0,0,1,0
"K. S., 95366",0,0,0,0,0,0,0,0,1,1
"C. W., 85006",0,0,0,0,0,0,0,0,0,1
"L. J., 20743",0,0,0,0,0,0,0,0,0,1
"R. D., 01105",0,0,0,0,0,0,0,0,0,1
"E. G., 29615",0,0,0,0,0,0,0,0,0,1
"K. L., 33771",0,0,0,0,0,0,0,0,0,1
"M. A., 54950",0,0,0,0,0,0,0,0,0,1
"P. G., 98406",0,0,0,0,0,0,0,0,0,1
"L. T., 90001",0,0,0,0,0,0,0,0,0,1
"P. F., 01510",0,0,0,0,0,0,0,0,0,1
"A. B., 05851",0,0,0,0,0,0,0,0,0,1
"J. H., 18954",0,0,0,0,0,0,0,0,0,1
"B. F., 97225",0,0,0,0,0,0,0,0,0,1
"R. S., 55411",0,0,0,0,0,0,0,0,0,1
"W. V., 95448",0,0,0,0,0,0,0,0,0,1
"M. B., 21849",0,0,0,0,0,0,0,0,0,1
"J. W., 27704",0,0,0,0,0,0,0,0,0,1
"C. G., 73120",0,0,0,0,0,0,0,0,0,1
"T. P., 55416",0,0,0,0,0,0,0,0,0,1
"R. H., 28075",0,0,0,0,0,0,0,0,0,1
"A. H., 76051",0,0,0,0,0,0,0,0,0,1
"C. G., 92656",0,0,0,0,0,0,0,0,0,1
"L. H., 97501",0,0,0,0,0,0,0,0,0,1
"F. L., 91767",0,0,0,0,0,0,0,0,0,1
"E. J., 98109",0,0,0,0,0,0,0,0,0,1
"D. H., 11226",0,0,0,0,0,0,0,0,0,1
"P. R., 8391XR",0,0,0,0,0,0,0,0,0,1
"J. Z., 91732",0,0,0,0,0,0,0,0,0,1
"M. H., 63130",0,0,0,0,0,0,0,0,0,1
"S. H., 77377",0,0,0,0,0,0,0,0,0,1
"B. P., 53022",0,0,0,0,0,0,0,0,0,1
"D. M., 36303",0,0,0,0,0,0,0,0,0,1
"C. R., 20002",0,0,0,0,0,0,0,0,0,1
"T. K., 63017",0,0,0,0,0,0,0,0,0,1
"F. C., 85283",0,0,0,0,0,0,0,0,0,1
"L. M., 64068",0,0,0,0,0,0,0,0,0,1
"H. E., 90621",0,0,0,0,0,0,0,0,0,1
"M. J., 10035",0,0,0,0,0,0,0,0,0,1
"J. A., 92562",0,0,0,0,0,0,0,0,0,1
"L. H., 40391",0,0,0,0,0,0,0,0,0,1
"L. G., 63116",0,0,0,0,0,0,0,0,0,1
"C. C., 15122",0,0,0,0,0,0,0,0,0,1
"H. D., 77355",0,0,0,0,0,0,0,0,0,1
"H. A., 00964",0,0,0,0,0,0,0,0,0,1
"T. W., 45229",0,0,0,0,0,0,0,0,0,1
"W. G., 94596",0,0,0,0,0,0,0,0,0,1
"R. D., 63033",0,0,0,0,0,0,0,0,0,1
"J. M., 33897",0,0,0,0,0,0,0,0,0,1
"R. E., 27526",0,0,0,0,0,0,0,0,0,1
"J. C., 98499",0,0,0,0,0,0,0,0,0,1
"K. S., 98683",0,0,0,0,0,0,0,0,0,1
"G. G., 92614",0,0,0,0,0,0,0,0,0,1
"R. R., 44718",0,0,0,0,0,0,0,0,0,1
"T. T., 95826",0,0,0,0,0,0,0,0,0,1
"C. T., 06795",0,0,0,0,0,0,0,0,0,1
"C. J., 92627",0,0,0,0,0,0,0,0,0,1
"R. S., 96126",0,0,0,0,0,0,0,0,0,1
"G. C., 10930",0,0,0,0,0,0,0,0,0,1
"E. K., 08053",0,0,0,0,0,0,0,0,0,1
"Q. G., 94601",0,0,0,0,0,0,0,0,0,1
"J. H., 10306",0,0,0,0,0,0,0,0,0,1
"S. M., 63116",0,0,0,0,0,0,0,0,0,1
"S. L., 32606",0,0,0,0,0,0,0,0,0,1
"K. A., 29485-4177",0,0,0,0,0,0,0,0,0,1
"J. B., 28540",0,0,0,0,0,0,0,0,0,1
"J. D., 55104",0,0,0,0,0,0,0,0,0,1
"E. R., 45640",0,0,0,0,0,0,0,0,0,1
"K. G., 21093",0,0,0,0,0,0,0,0,0,1
"B. K., 23456",0,0,0,0,0,0,0,0,0,1
"R. V., 90033",0,0,0,0,0,0,0,0,0,1
"M. C., 78745",0,0,0,0,0,0,0,0,0,1
"R. R., 92691",0,0,0,0,0,0,0,0,0,1
"S. M., 44406",0,0,0,0,0,0,0,0,0,1
"P. D., 80303",0,0,0,0,0,0,0,0,0,1
"T. C., 80918",0,0,0,0,0,0,0,0,0,1
"B. C., 05403",0,0,0,0,0,0,0,0,0,1
"J. C., 80226",0,0,0,0,0,0,0,0,0,1
"A. M., 30349",0,0,0,0,0,0,0,0,0,1
"A. S., 53562",0,0,0,0,0,0,0,0,0,1
"B. A., 70458",0,0,0,0,0,0,0,0,0,1
"J. J., 38237",0,0,0,0,0,0,0,0,0,1
"A. O., 06459",0,0,0,0,0,0,0,0,0,1
"C. A., 94520",0,0,0,0,0,0,0,0,0,1
"G. S., 92116",0,0,0,0,0,0,0,0,0,1
"C. I., 08850",0,0,0,0,0,0,0,0,0,1
"A. V., 93307",0,0,0,0,0,0,0,0,0,1
"D. F., 39530",0,0,0,0,0,0,0,0,0,1
"D. I., 94117-2016",0,0,0,0,0,0,0,0,0,1
"L. C., 07110",0,0,0,0,0,0,0,0,0,1
"M. D., 27601",0,0,0,0,0,0,0,0,0,1
"J. W., 64114",0,0,0,0,0,0,0,0,0,1
"R. W., 10014",0,0,0,0,0,0,0,0,0,1
"D. N., 89005",0,0,0,0,0,0,0,0,0,1
"J. N., 63026",0,0,0,0,0,0,0,0,0,1
"J. M., 46062",0,0,0,0,0,0,0,0,0,1
"N. B., 32792",0,0,0,0,0,0,0,0,0,1
"H. T., 02155",0,0,0,0,0,0,0,0,0,1
"C. E., 94028",0,0,0,0,0,0,0,0,0,1
"F. L., 90250",0,0,0,0,0,0,0,0,0,1
"J. A., 15445",0,0,0,0,0,0,0,0,0,1
"J. P., 95492-9008",0,0,0,0,0,0,0,0,0,1
"D. P., 88130",0,0,0,0,0,0,0,0,0,1
"R. B., 37040",0,0,0,0,0,0,0,0,0,1
"L. G., 88337",0,0,0,0,0,0,0,0,0,1
"J. R., 35243",0,0,0,0,0,0,0,0,0,1
"B. M., 30324",0,0,0,0,0,0,0,0,0,1
"M. R., 66102",0,0,0,0,0,0,0,0,0,1
"T. P., 94523",0,0,0,0,0,0,0,0,0,1
"E. P., 55430",0,0,0,0,0,0,0,0,0,1
"T. J., 32824",0,0,0,0,0,0,0,0,0,1
"C. O., 32817",0,0,0,0,0,0,0,0,0,1
"J. C., 45324",0,0,0,0,0,0,0,0,0,1
"T. W., 96830",0,0,0,0,0,0,0,0,0,1
"I. I., 20814",0,0,0,0,0,0,0,0,0,1
"L. B., 27705",0,0,0,0,0,0,0,0,0,1
"H. H., 81230",0,0,0,0,0,0,0,0,0,1
"C. H., 90660",0,0,0,0,0,0,0,0,0,1
"D. B., 23325",0,0,0,0,0,0,0,0,0,1
"J. B., 95448",0,0,0,0,0,0,0,0,0,1
"M. G., 33626",0,0,0,0,0,0,0,0,0,1
"T. E., 30328",0,0,0,0,0,0,0,0,0,1
"N. Z., 98837",0,0,0,0,0,0,0,0,0,1
"B. H., 80503",0,0,0,0,0,0,0,0,0,1
"I. M., 92843",0,0,0,0,0,0,0,0,0,1
"M. K., 90004",0,0,0,0,0,0,0,0,0,1
"J. H., 21054",0,0,0,0,0,0,0,0,0,1
"L. B., 20817",0,0,0,0,0,0,0,0,0,1
"J. F., 31905",0,0,0,0,0,0,0,0,0,1
"A. S., 16354",0,0,0,0,0,0,0,0,0,1
"J. S., 77094",0,0,0,0,0,0,0,0,0,1
"T. G., 83714",0,0,0,0,0,0,0,0,0,1
"D. B., 06053",0,0,0,0,0,0,0,0,0,1
"H. D., 14006",0,0,0,0,0,0,0,0,0,1
"J. B., 95033",0,0,0,0,0,0,0,0,0,1
"P. G., 95112",0,0,0,0,0,0,0,0,0,1
"T. P., 89115",0,0,0,0,0,0,0,0,0,1
"S. H., 27704",0,0,0,0,0,0,0,0,0,1
"D. S., 94112",0,0,0,0,0,0,0,0,0,1
"A. H., 85308",0,0,0,0,0,0,0,0,0,1
"A. S., 20874",0,0,0,0,0,0,0,0,0,1
"T. M., 62650",0,0,0,0,0,0,0,0,0,1
"S. S., 83843",0,0,0,0,0,0,0,0,0,1
"D. J., 11203",0,0,0,0,0,0,0,0,0,1
"K. L., 49935",0,0,0,0,0,0,0,0,0,1
"K. A., 25802",0,0,0,0,0,0,0,0,0,1
"S. H., 55108",0,0,0,0,0,0,0,0,0,1
"R. C., 70001",0,0,0,0,0,0,0,0,0,1
"J. F., 01083-0498",0,0,0,0,0,0,0,0,0,1
"K. K., 78745",0,0,0,0,0,0,0,0,0,1
"M. P., 22204",0,0,0,0,0,0,0,0,0,1
"D. M., 80129",0,0,0,0,0,0,0,0,0,1
"S. L., 01604-1454",0,0,0,0,0,0,0,0,0,1
"N. W., 68128",0,0,0,0,0,0,0,0,0,1
"J. H., 01536",0,0,0,0,0,0,0,0,0,1
"B. C., 79938",0,0,0,0,0,0,0,0,0,1
"J. T., 63047",0,0,0,0,0,0,0,0,0,1
"T. O., 21202",0,0,0,0,0,0,0,0,0,1
"P. G., 90042",0,0,0,0,0,0,0,0,0,1
"J. F., 57701",0,0,0,0,0,0,0,0,0,1
"A. V., 60440",0,0,0,0,0,0,0,0,0,1
"E. C., 33525",0,0,0,0,0,0,0,0,0,1
"C. A., 61073",0,0,0,0,0,0,0,0,0,1
"C. W., 72940",0,0,0,0,0,0,0,0,0,1
"M. M., 97206",0,0,0,0,0,0,0,0,0,1
"Y. C., 08037",0,0,0,0,0,0,0,0,0,1
"R. R., 73071",0,0,0,0,0,0,0,0,0,1
"T. B., 55428",0,0,0,0,0,0,0,0,0,1
"J. F., 28081",0,0,0,0,0,0,0,0,0,1
"J. M., 30501",0,0,0,0,0,0,0,0,0,1
"B. B., 02144",0,0,0,0,0,0,0,0,0,1
"B. W., 37115",0,0,0,0,0,0,0,0,0,1
"C. C., 39503",0,0,0,0,0,0,0,0,0,1
"J. L., 78414",0,0,0,0,0,0,0,0,0,1
"K. S., 55449",0,0,0,0,0,0,0,0,0,1
"A. L., 05445",0,0,0,0,0,0,0,0,0,1
"S. G., 52803",0,0,0,0,0,0,0,0,0,1
"P. Y., 60008",0,0,0,0,0,0,0,0,0,1
"M. N., 44704",0,0,0,0,0,0,0,0,0,1
"C. B., 44484",0,0,0,0,0,0,0,0,0,1
"M. C., 07071",0,0,0,0,0,0,0,0,0,1
"S. H., 92285",0,0,0,0,0,0,0,0,0,1
"B. W., 03833",0,0,0,0,0,0,0,0,0,1
"S. W., 28560",0,0,0,0,0,0,0,0,0,1
"C. S., 55944",0,0,0,0,0,0,0,0,0,1
"K. B., 98502",0,0,0,0,0,0,0,0,0,1
"L. V., 95132",0,0,0,0,0,0,0,0,0,1
"P. A., 07040",0,0,0,0,0,0,0,0,0,1
"L. R., 82301",0,0,0,0,0,0,0,0,0,1
"R. M., 20866",0,0,0,0,0,0,0,0,0,1
"G. B., 97078",0,0,0,0,0,0,0,0,0,1
"B. E., 62832",0,0,0,0,0,0,0,0,0,1
"K. J., 84123",0,0,0,0,0,0,0,0,0,1
"A. B., 32259",0,0,0,0,0,0,0,0,0,1
"L. M., 70427",0,0,0,0,0,0,0,0,0,1
"A. C., 60637",0,0,0,0,0,0,0,0,0,1
"R. T., 44143",0,0,0,0,0,0,0,0,0,1
"C. K., 56303",0,0,0,0,0,0,0,0,0,1
"R. B., 94704",0,0,0,0,0,0,0,0,0,1
"T. W., 23464",0,0,0,0,0,0,0,0,0,1
"W. N., 91306",0,0,0,0,0,0,0,0,0,1
"E. R., 91358",0,0,0,0,0,0,0,0,0,1
"J. W., 20619",0,0,0,0,0,0,0,0,0,1
"E. H., 44223",0,0,0,0,0,0,0,0,0,1
"S. A., 95825",0,0,0,0,0,0,0,0,0,1
"J. M., 89123",0,0,0,0,0,0,0,0,0,1
"K. B., 13215",0,0,0,0,0,0,0,0,0,1
"E. S., 58102",0,0,0,0,0,0,0,0,0,1
"T. L., 99801",0,0,0,0,0,0,0,0,0,1
"B. M., 95123",0,0,0,0,0,0,0,0,0,1
"S. H., 16912",0,0,0,0,0,0,0,0,0,1
"K. C., 91606",0,0,0,0,0,0,0,0,0,1
"V. L., 30188",0,0,0,0,0,0,0,0,0,1
"B. G., 36303",0,0,0,0,0,0,0,0,0,1
"S. R., 01075",0,0,0,0,0,0,0,0,0,1
"S. G., 99801",0,0,0,0,0,0,0,0,0,1
"C. C., 55432",0,0,0,0,0,0,0,0,0,1
"D. B., 08084",0,0,0,0,0,0,0,0,0,1
"K. A., 92617",0,0,0,0,0,0,0,0,0,1
"N. P., 98087",0,0,0,0,0,0,0,0,0,1
"J. S., 63118",0,0,0,0,0,0,0,0,0,1
"T. W., 17104",0,0,0,0,0,0,0,0,0,1
"B. L., 76137",0,0,0,0,0,0,0,0,0,1
"J. M., 23220",0,0,0,0,0,0,0,0,0,1
"T. C., 49048",0,0,0,0,0,0,0,0,0,1
"M. A., 92602",0,0,0,0,0,0,0,0,0,1
"A. C., 55021",0,0,0,0,0,0,0,0,0,1
"R. M., 60087",0,0,0,0,0,0,0,0,0,1
"K. S., 19128",0,0,0,0,0,0,0,0,0,1
"L. E., 63116",0,0,0,0,0,0,0,0,0,1
"A. H., 33147",0,0,0,0,0,0,0,0,0,1
"M. L., 10040",0,0,0,0,0,0,0,0,0,1
"M. B., 92866-3084",0,0,0,0,0,0,0,0,0,1
"G. H., 78610",0,0,0,0,0,0,0,0,0,1
"R. F., 72451",0,0,0,0,0,0,0,0,0,1
"J. J., 75023",0,0,0,0,0,0,0,0,0,1
"A. C., 61264",0,0,0,0,0,0,0,0,0,1
"K. Z., 02771",0,0,0,0,0,0,0,0,0,1
"J. G., 89509",0,0,0,0,0,0,0,0,0,1
"H. M., 16335",0,0,0,0,0,0,0,0,0,1
"B. B., 97526",0,0,0,0,0,0,0,0,0,1
"J. C., l1m 1z2",0,0,0,0,0,0,0,0,0,1
"J. W., 06382",0,0,0,0,0,0,0,0,0,1
"C. D., 47220",0,0,0,0,0,0,0,0,0,1
"R. R., 77002",0,0,0,0,0,0,0,0,0,1
